NODE_KEY                        ,PO_ID     ,PARTNER_GUID_NODE_KEY            ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS,
74867AD200E41EDBA5D8B0C98DD02052,300000109.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,1113.84,936.00,177.84,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD04052,300000110.00,74867AD200E41EDBA5D8B06885AF4052  ,EUR          ,660.40,554.95,105.45,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD06052,300000111.00,74867AD200E41EDBA5D8B06885ACA052  ,EUR          ,4676.70,3930.00,746.70,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD08052,300000112.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,7771.81,6530.93,1240.88,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD0A052,300000113.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,11816.17,9929.55,1886.62,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD0C052,300000114.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,4523.19,3801.00,722.19,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD0E052,300000115.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,9935.31,8349.00,1586.31,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD10052,300000116.00,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,3982.93,3347.00,635.93,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD12052,300000117.00,74867AD200E41EDBA5D8B06885ADE052  ,EUR          ,3259.41,2739.00,520.41,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD14052,300000118.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,4249.49,3571.00,678.49,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD16052,300000119.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,7539.84,6336.00,1203.84,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD18052,300000120.00,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,11506.11,9669.00,1837.11,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD1A052,300000121.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,3752.07,3153.00,599.07,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD1C052,300000122.00,74867AD200E41EDBA5D8B06885ADA052  ,EUR          ,549.78,462.00,87.78,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD1E052,300000123.00,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,2343.94,1969.70,374.24,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD20052,300000124.00,74867AD200E41EDBA5D8B06885AB4052  ,EUR          ,6298.57,5292.92,1005.65,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD22052,300000125.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,3510.75,2950.20,560.55,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD24052,300000126.00,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,11738.16,9864.00,1874.16,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD26052,300000127.00,74867AD200E41EDBA5D8B06885AE8052  ,EUR          ,13258.98,11142.00,2116.98,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD28052,300000128.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,16561.23,13917.00,2644.23,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD2A052,300000129.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,3422.44,2876.00,546.44,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD2C052,300000130.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,8745.31,7349.00,1396.31,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD2E052,300000131.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,5961.53,5009.69,951.84,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD30052,300000132.00,74867AD200E41EDBA5D8B06885ABE052  ,EUR          ,31419.57,26403.00,5016.57,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD32052,300000133.00,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,7450.59,6261.00,1189.59,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD34052,300000134.00,74867AD200E41EDBA5D8B06885AD4052  ,EUR          ,3803.24,3196.00,607.24,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD36052,300000135.00,74867AD200E41EDBA5D8B06885AF2052  ,EUR          ,7134.01,5994.96,1139.05,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD38052,300000136.00,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,8212.15,6900.97,1311.18,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD3A052,300000137.00,74867AD200E41EDBA5D8B06885AD8052  ,EUR          ,3257.03,2737.00,520.03,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD3C052,300000138.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,2645.37,2223.00,422.37,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD3E052,300000139.00,74867AD200E41EDBA5D8B06885B06052  ,EUR          ,7022.19,5901.00,1121.19,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD40052,300000140.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,7650.51,6429.00,1221.51,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD42052,300000141.00,74867AD200E41EDBA5D8B06885AB6052  ,EUR          ,3986.25,3349.79,636.46,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD44052,300000142.00,74867AD200E41EDBA5D8B06885ACE052  ,EUR          ,3778.25,3175.00,603.25,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD46052,300000143.00,74867AD200E41EDBA5D8B06885AC4052  ,EUR          ,9599.61,8066.90,1532.71,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD48052,300000144.00,74867AD200E41EDBA5D8B06885AE6052  ,EUR          ,9859.15,8285.00,1574.15,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD4A052,300000145.00,74867AD200E41EDBA5D8B06885AC8052  ,EUR          ,7388.11,6208.50,1179.61,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD4C052,300000146.00,74867AD200E41EDBA5D8B06885B04052  ,EUR          ,819.91,689.00,130.91,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD4E052,300000147.00,74867AD200E41EDBA5D8B06885AC0052  ,EUR          ,5922.63,4977.00,945.63,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD50052,300000148.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,5696.53,4787.00,909.53,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD52052,300000149.00,74867AD200E41EDBA5D8B06885ADC052  ,EUR          ,9157.05,7695.00,1462.05,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD54052,300000150.00,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,4934.93,4147.00,787.93,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD56052,300000151.00,74867AD200E41EDBA5D8B06885B02052  ,EUR          ,4934.93,4147.00,787.93,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD58052,300000152.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,2234.12,1877.40,356.72,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD5A052,300000153.00,74867AD200E41EDBA5D8B06885AD6052  ,EUR          ,4928.98,4142.00,786.98,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD5C052,300000154.00,74867AD200E41EDBA5D8B06885ABA052  ,EUR          ,2646.53,2223.97,422.56,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD5E052,300000155.00,74867AD200E41EDBA5D8B06885AFA052  ,EUR          ,3527.05,2963.90,563.15,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD60052,300000156.00,74867AD200E41EDBA5D8B06885ABC052  ,EUR          ,3546.16,2979.97,566.19,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD62052,300000157.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,6539.05,5495.00,1044.05,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD64052,300000158.00,74867AD200E41EDBA5D8B06885AEC052  ,EUR          ,3340.33,2807.00,533.33,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD66052,300000159.00,74867AD200E41EDBA5D8B06885ACC052  ,EUR          ,3680.19,3092.60,587.59,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD68052,300000160.00,74867AD200E41EDBA5D8B06885AEA052  ,EUR          ,8745.31,7349.00,1396.31,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD6A052,300000161.00,74867AD200E41EDBA5D8B06885B00052  ,EUR          ,828.24,696.00,132.24,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD6C052,300000162.00,74867AD200E41EDBA5D8B06885AF6052  ,EUR          ,584.29,491.00,93.29,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD6E052,300000163.00,74867AD200E41EDBA5D8B06885AFE052  ,EUR          ,1765.88,1483.93,281.95,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD70052,300000164.00,74867AD200E41EDBA5D8B06885AB8052  ,EUR          ,8246.32,6929.68,1316.64,N               ,P             ,
74867AD200E41EDBA5D8B0C98DD72052,300000165.00,74867AD200E41EDBA5D8B06885AFC052  ,EUR          ,2992.86,2515.00,477.86,N               ,P             ,
